titulo,link,data,texto
Campus Pedro II convoca para entrevistas em Seleção de Monitores,https://www.ifpi.edu.br/pedroii/noticias/campus-pedro-ii-convoca-para-entrevistas-em-selecao-de-monitores,14/10/2025,"O Campus Pedro II divulgou a convocação para entrevistas referente ao Processo Seletivo de Monitores 2025.2. As entrevistas acontecerão nessa quinta-feira, 16 de outubro, de forma remota e presencial, conforme o orientador responsável pela disciplina. Os candidatos devem verificar atentamente o horário e o formato de sua entrevista, garantindo a pontualidade e o acesso ao link correto. Veja aqui a convocação."
Cocal homologa inscrições para monitorias,https://www.ifpi.edu.br/cocal/noticias/cocal-homologa-inscricoes-para-monitorias,14/10/2025,O Campus Cocal homologa as inscrições na seleção de monitores bolsistas e voluntários para atuarem na Unidade de Aulas Práticas e Pesquisa. Confira aqui.
Angical seleciona professor substituto de Informática,https://www.ifpi.edu.br/angical/noticias/angical-seleciona-professor-substituto-de-informatica,14/10/2025,"O Campus Angical divulga edital do processo seletivo simplificado para contratação de professor substituto na área de Informática. As inscrições serão realizadas no período de 14 a 17 de outubro, exclusivamente, de forma on-line emseletivos.ifpi.edu.br, mediante o preenchimento do Formulário Eletrônico de Inscrição,  pagamento da taxa de R$ 50. A seleção será através de Prova de Títulos e Prova de Desempenho Didático. Confira oedital completo."
IFPI faz comunicado sobre exame para Mestrado Profissional em Matemática,https://www.ifpi.edu.br/floriano/noticias/ifpi-faz-comunicado-sobre-exame-para-mestrado-profissional-em-matematica,14/10/2025,"O Instituto Federal do Piauí (IFPI) informa que a divulgação dos locais de prova e a distribuição dos candidatos por sala para o Exame Nacional de Acesso (ENA 2025) do Mestrado Profissional em Matemática (PROFMAT) será realizada até o dia 21 de outubro de 2025. De acordo com os organizadores do processo seletivo, os candidatos devem ficar atentos às publicações oficiais no site do IFPI e do PROFMAT para acompanhar as informações atualizadas sobre o processo seletivo."
DEFESA DE MESTRADO: RODRIGGO CRUZ ALVES MESQUITA,https://www.ifpi.edu.br/noticias/defesa-de-mestrado-rodriggo-cruz-alves-mesquita,14/10/2025,"O Programa de Pós- Graduação em Engenharia de Materiais e Processos Industriais - PPGEM do Instituto Federal do Piauí  tem a honra de convidar a comunidade em geral para participarem, de forma presencial, à Defesa do Trabalho de Conclusão de Curso, conforme abaixo:DEFESA DE MESTRADO: RODRIGGO CRUZ ALVES MESQUITAData: Quinta-feira, 30 de outubro de 2025Horário: 09:00 hLocal:  Sala 01-02 - Prédio ACampus Teresina Central/IFPITítulo: ""ESTUDO DA EFICIÊNCIA DO LÍQUIDO DA CASCA DA CASTANHA DE CAJU COMO INIBIDOR VERDE DE CORROSÃO EM AÇO BAIXO CARBONO"".Comissão Examinadora composta por:Orientador:  Prof. Dr. Haroldo Reis Alves de Macêdo - IFPIAvaliador Interno: Prof. Dr. Ayrton de Sá Brandim - IFPIAvaliador Externo: Prof. Dr. José Ribeiro dos Santos Júnior - UFPI"
Teresina Central celebra Dia Nacional do Secretariado,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-celebra-dia-nacional-do-secretariado,14/10/2025,"O Campus Teresina Central do Instituto Federal do Piauí realizou, no último dia 11 de outubro, um evento alusivo ao Dia Nacional do Secretário, celebrado nacionalmente em 30 de setembro. A atividade aconteceu no auditório Maestrina Clóris de Oliveira, com a discussão do tema “Inclusão e Secretariado”. O público-alvo foram os estudantes, egressos e profissionais da área, além de docentes vinculados ao Departamento de Gestão e Negócios (DGN). Na ocasião, a diretora de Ensino, Layane Leal, deu as boas-vindas aos presentes, falando sobre a importância da discussão do tema e da divulgação do curso. Além dela, a professora Janaíne Leal parabenizou os estudantes, profissionais e professores. Durante a programação, ocorreu uma apresentação teatral imersiva, com estudantes do II módulo de Secretariado, organizada e dirigida pelo professor Moysés Chaves. Em seguida, aconteceu a discussão sobre o tema “Atendimento inclusivo: os desafios e alternativas para promover a inclusão de pessoas com deficiência no acesso a serviços"". Da mesa-redonda participaram Claude Girão, coordenador de Serviços Gerais para Pessoas com Deficiência, Idosos e seus Familiares, da Secretaria do Desenvolvimento e Assistência Social, Família e Combate à Fome (Sasc); Camila Hannah, assessora técnica da Secretaria para Inclusão da Pessoa com Deficiência do Piauí (SEID); Eliete Almeida, tecnóloga em Secretariado pelo IFPI, secretária do empresário Delfim Pinto, sócio-administrador do Grupo Pintos. Gleyciane Santos, tradutora e intérprete de sinais e coordenadora do Núcleo de Atendimento às Pessoas com Necessidades Específicas (Napne) do Campus Teresina Central, mediou a mesa. No final do evento, a professora Márcia Rejane fez uma apresentação musical.Segundo o coordenador do curso de Secretariado, Jailton Sousa, além da celebração da profissão, foi abordada uma temática que se caracteriza pela transversalidade, tornando o evento ainda mais relevante para todos os profissionais."
Campus Esperantina realiza palestra em Comunidade Rural,https://www.ifpi.edu.br/noticias/campus-esperantina-realiza-palestra-em-comunidade-rural,14/10/2025,"Na manhã do último sábado, 11, o diretor-geral do Campus Esperantina, José dos Santos de Moura, ministrou a palestra “O IFPI na Difusão Tecnológica para Produção de Alimentos e Geração de Renda”, na comunidade Jacaré da Vermelha, zona rural de Esperantina. O evento foi promovido pelo Sindicato dos Trabalhadores e Trabalhadoras na Agricultura Familiar de Esperantina (SINTRAF) e contou com a presença da presidente da entidade, Claudilene de Carvalho. Em seu pronunciamento, ela destacou a relevância da iniciativa e manifestou satisfação com as ações apresentadas pelo IFPI. “Ficamos muito felizes com o que foi mostrado, pois constatamos uma grande diversidade de práticas voltadas tanto ao manejo vegetal quanto ao manejo animal. É um trabalho que reforça o compromisso com o fortalecimento da agricultura familiar e com o desenvolvimento sustentável da região”, afirmou. O evento contou com a participação de mais de 60 agricultores da comunidade Jacaré da Vermelha e das localidades vizinhas, como Encanto, Lagoa Seca, Vassouras, Tabocal, Canto do Caboclo, Salobro, Palmeira, entre outra. A reunião reforça a parceria entre o IFPI e o SINTRAF na promoção de atividades que estimulam a troca de conhecimentos e a adoção de tecnologias acessíveis, voltadas à melhoria da produção e da qualidade de vida dos agricultores familiares do Território dos Cocais. De acordo com o diretor, a proposta de levar o Campus até as comunidades rurais visa fortalecer a integração entre o IFPI e os agricultores familiares, permitindo que os agricultores se identifiquem com as temáticas apresentadas e possam implantar práticas produtivas sustentáveis em suas propriedades. “Nosso objetivo é estimular o uso de tecnologias acessíveis que aumentem a produtividade, preservem o meio ambiente e possibilitem a geração de renda a partir do excedente da produção”, destacou Santos Moura. Ao final da palestra, o diretor do Campusrealizou a distribuição de pintos da raça canela-preta e rabo-de-leque, além de mudas "
Valença homologa inscrições para professor de Língua Portuguesa,https://www.ifpi.edu.br/valenca/noticias/valenca-homologa-inscricoes-para-professor-de-lingua-portuguesa,14/10/2025,O Campus Valença homologa as inscrições no processo seletivo simplificado para contratação de professor substituto na área Língua Portuguesa. Confira aqui.
Campo Maior homologa resultado de chamada para aquisição de alimentos,https://www.ifpi.edu.br/campomaior/noticias/campo-maior-homologa-resultado-de-chamada-para-aquisicao-de-alimentos,13/10/2025,O Campus Campo Maior  homologa o resultado da chamada pública para aquisição de gêneros alimentícios da agricultura familiar para o atendimento ao Programa Nacional de Alimentação Escolar (PNAE). Confira.
Oeiras aprova projeto de Agroecologia e Produção Orgânica em chamada do CNPq,https://www.ifpi.edu.br/oeiras/noticias/oeiras-aprova-projeto-de-agroecologia-e-producao-organica-em-chamada-do-cnpq,13/10/2025,"O Campus Oeiras teve projeto aprovado na Chamada CNPq/SG-PR/MDA/MDS/MEC/MPA/MPI/MS Nº 01/2025, que tem o objetivo de apoiar Núcleos de Estudo em Agroecologia e Produção Orgânica. Sob coordenação da professora Gabriela de Oliveira Belo, foi desenvolvida a proposta “Reestruturação e Ampliação das Ações do Núcleo de Estudos em Agroecologia e Produção Orgânica (NEA) do IFPI – Campus Oeiras”, com o objetivo de fortalecer a infraestrutura e a organização interna do NEA e melhorar as condições para o desenvolvimento de atividades de ensino, pesquisa e extensão em agroecologia e produção orgânica. A proposta envolverá parcerias com duas instituições de ensino (UFBA e UFRA), associações comunitárias, escolas família agrícola e comunidades tracionais do Vale do Canindé, que beneficiarão os municípios Colônia do Piauí, Oeiras, Santa Rosa do Piauí, Santo Inácio do Piauí e São João da Varjota. Os recursos financeiros, previstos em R$ 300.000,00, subsidiarão o desenvolvimento da proposta durante 30 meses,  contemplando materiais permanentes, de consumo e algumas bolsas para o alunado. Confira aqui o resultado da Chamada."
Paulistana realiza evento do Projeto Escola da Terra Semiárido,https://www.ifpi.edu.br/paulistana/noticias/paulistana-realiza-evento-do-projeto-escola-da-terra-semiarido,13/10/2025,"No dia 11 de outubro, o Campus Paulistana realizou o Seminário de Abertura do Curso de Aperfeiçoamento do Projeto Escola da Terra Semiárido, do Programa Escola da Terra, uma das ações vinculadas ao Programa Nacional de Educação do Campo (Pronacampo). O curso é realizado pela parceria entre o IFPI, o Ministério da Educação (MEC), por meio da Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão (SECADI) , a Secretaria de Estado da Educação do Piauí (SEDUC-PI) e as Secretarias de Educação dos municípios de Acauã, Alagoinha do Piauí, Betânia do Piauí, Caridade do Piauí, Fronteiras, Fronteiras, Paulistana, Pio IX e São Julião, contemplando 120 professores. O evento reuniu a coordenação do projeto, professores formadores, gestores municipais, representantes da Secretarias Estadual de Educação, representantes de comunidades e cursistas, que são professores e professoras das redes municipais que atuam em turmas multisseriadas e nos anos iniciais em escolas localizadas no campo. A programação constou de apresentações culturais, mesa de abertura, mesa temática, com palestras das professoras Líria Aquino e Raimunda Gomes, que discutiram temas como educação do campo no contexto do semiárido, educação para transformação social, práticas pedagógicas e formação docente. No IFPI, a implementação do curso de capacitação dentro do programa escola da terra está na sua segunda versão. O primeiro curso ocorreu no ano de 2024 com a linha formativa escola da terra “quilombo”, que atendeu professores e professoras que atuam em escola de comunidades quilombolas ou que recebiam estudantes que moram em quilombos, e foi coordenado pelo professor Emanuel Alcântara. O curso Escola da Terra Semiárido possui sede no Campus Paulistana e um polo no Campus Pio IX e tem como coordenador o professor Gilson Mendes. A carga horária do aperfeiçoamento é de 180 horas."
Teresina Zona Sul divulga preliminar de heteroidentificação para cursos técnicos,https://www.ifpi.edu.br/teresinazonasul/noticias/teresina-zona-sul-divulga-preliminar-de-heteroidentificacao-para-cursos-tecnicos-1,13/10/2025,"O Campus Teresina Zona Sul divulga o resultado preliminar do procedimento de heteroidentificação na chamada pública com oferta de vagas para os cursos técnicos concomitantes/subsequentes em Panificação, Nutrição e Dietética, Química e Edificações, para quem está cursando ou já concluiu o ensino médio. Confira aqui."
Cocal homologa inscrição para monitor leitor,https://www.ifpi.edu.br/cocal/noticias/cocal-homologa-inscricao-para-monitor-leitor,13/10/2025,"O Núcleo de Atendimento às Pessoas com Necessidades Educacionais Específicas (NAPNE) do Campus Cocal homologa as inscrições para seleção de monitoria pedagógica, para auxiliar estudante com baixa visão. Confira."
"Uruçuí abre submissão de trabalhos para Feira de Ciência, Tecnologia e Empreendedorismo",https://www.ifpi.edu.br/urucui/noticias/urucui-abre-submissao-de-trabalhos-para-feira-de-ciencia-tecnologia-e-empreendedorismo,13/10/2025,"O Campus Uruçuí divulga o edital de Chamada Pública para Submissão de Trabalhos na Feira de Ciência, Tecnologia e Empreendedorismo 2025, que acontecerá no dia 27 de novembro, das 15h às 22h, no Campus Uruçuí, em diferentes espaços do campus, como o hall do auditório e salas de aula temáticas. Com o tema “Ideias em Movimento: Ciência, Tecnologia e Empreendedorismo desenvolvendo o Cerrado Piauiense”, o evento integra uma programação especial que reúne também a III Mostra de Trabalhos Científicos em Administração, a I Mostra de Trabalhos Tecnológicos em Agroindústria, a Feira das Nações e a Mostra de Curtas “Luz, Câmera e Educação”. A Feira busca incentivar estudantes e professores do IFPI e de escolas da região do Tabuleiro do Alto Parnaíba a apresentarem projetos científicos, experimentos, ações extensionistas e atividades interativas, promovendo o diálogo entre ciência, tecnologia, cultura e empreendedorismo. Os trabalhos podem envolver até cinco alunos e um orientador, com possibilidade de coorientador. As inscrições e submissões são gratuitas e devem ser realizadas de 14 a 29 de outubro de 2025, nos seguintes links: Leia o Edital. Faça sua Inscrição Submissão de trabalhos Mais informações estão disponíveis no edital. Dúvidas podem ser enviadas para o e-mailfeiradeciencias.cauru@ifpi.edu.brou para o perfil no Instagram @eventosifpi_urucui."
Valença divulga preliminar para estágio curricular,https://www.ifpi.edu.br/valenca/noticias/valenca-divulga-preliminar-para-estagio-curricular,13/10/2025,O Campus Valença o resultado preliminar do seletivo para preenchimento de Vagas para Estágio Curricular Obrigatório não remunerado. Confira aqui.
Piripiri homologa inscrições para monitorias,https://www.ifpi.edu.br/piripiri/noticias/piripiri-homologa-inscricoes-para-monitorias-1,13/10/2025,"O campus Piripiri homologa as inscrições na seleção de monitores para atendimento dos cursos técnicos de nível médio integrado, dos cursos de nível superior, bem como do Núcleo de Estudos Afro-brasileiros e Indígenas (NEABI) e do Núcleo de Atendimento à Pessoa com Necessidades Específicas (NAPNE). Os candidatos homologados serão convocados por telefone ou WhatsApp pelo respectivo coordenador da monitoria, para o agendamento da entrevista. Confira a homologação."
Campus Oeiras seleciona monitores voluntários,https://www.ifpi.edu.br/oeiras/noticias/campus-oeiras-seleciona-monitores-voluntarios,13/10/2025,"O Campus Oeiras divulga edital para o preenchimento de vagas para monitoria voluntária 2025.2 não remunerada. As vagas são para diversas áreas, como Administração, Agropecuária, Informática, Engenharia Agronômica e Licenciatura em Física. Podem concorrer alunos dos cursos técnicos integrado ao Ensino Médio, subsequente/concomitante, de Bacharelado em Administração e Engenharia Agronômica, regularmente matriculados, com média igual ou superior a 7,0 na disciplina em que concorre à monitoria, que atendam ao requisitos listados no edital. As inscrições serão realizadas entre os dias 13 e 16 de outubro, através deformulário on-line. Confira o edital."
Pedro II homologa inscrições para monitorias,https://www.ifpi.edu.br/pedroii/noticias/pedro-ii-homologa-inscricoes-para-monitorias,13/10/2025,"O Campus Pedro II torna pública a homologação das inscrições e a convocação para a realização da prova referente à seleção de monitores para o período letivo 2025/2. Em virtude do número de inscrições recebidas, a Comissão Organizadora informa a alteração no cronograma do edital, com realização da prova escrita na terça-feira, 14 de outubro, na sala 14, das 8h às 11h. Os candidatos deverão comparecer com antecedência mínima de 15 minutos, com documento oficial com foto e caneta esferográfica azul ou preta. As demais etapas do processo seletivo seguirão conforme o novo cronograma. Os candidatos devem acompanhar atentamente as publicações no site do IFPI e os comunicados da Comissão Organizadora. Confira: Homologação Novo cronograma"
Picos realiza acolhimento para estudantes ingressantes,https://www.ifpi.edu.br/picos/noticias/picos-realiza-acolhimento-para-estudantes-ingressantes,13/10/2025,"ACoordenação do Eixo Gestão e Negócios, em conjunto com aEquipe Pedagógica do Campus Picos, desenvolveu oProjeto de Acolhimento ao Aluno Ingressante do Curso Técnico em Administração 2025.2. O projeto teve como objetivo promover a integração dos alunos ingressantes do curso técnico concomitante/subsequente em Administração,proporcionando conhecimento sobre a instituição, o curso e os serviços de apoio disponíveis pela instituição. Para o professor e coordenador do curso, James Elemieverson, aambientaçãoauxiliao aluno a compreender o funcionamento da instituição, os espaços, as pessoas e as oportunidades, além de fortalecero sentimento de pertencimentoefavorecer a aprendizagem significativa. O projeto foicadastrado no SUAP, garantindocertificação de 12 horasaos participantes que acompanharem a programação completa."
Campus José de Freitas integra Campanha de Vacinação Antirrábica,https://www.ifpi.edu.br/josedefreitas/noticias/campus-jose-de-freitas-integra-campanha-de-vacinacao-antirrabica,13/10/2025,"No dia 11 de outubro, o Campus José de Freitas participou da Campanha de Vacinação Antirrábica de cães e gatos, realizada pela Prefeitura Municipal, por meio da Secretaria de Saúde. Pela primeira vez, a Clínica Escola Veterinária (CLINEVET), vinculada ao IFPI, foi inserida oficialmente como um dos postos de vacinação da campanha. A atividade envolveu diretamente os alunos do curso técnico em Veterinária, que atuaram na aplicação das vacinas sob supervisão dos profissionais da instituição. A ação foi coordenada pela coordenadora do curso, Dayseanny Bezerra, e pelo médico veterinário e responsável técnico da CLINEVET, Felipe Cardoso de Brito. Os estudantes também foram distribuídos em outros postos de vacinação em bairros da cidade, o que contribuiu para ampliar o alcance da campanha e reforçar a conscientização da população sobre a importância da imunização contra a raiva. “A vacinação antirrábica é fundamental para garantir uma cobertura vacinal eficiente contra a raiva, uma doença letal com grande impacto na saúde pública. Além de ser uma estratégia efetiva de prevenção, a campanha permitiu aos alunos aplicar, na prática, os conhecimentos adquiridos nas disciplinas do curso”,explicou a professora Dayseanny Bezerra. A estudante Elizângela Pereira de Sousa também ressaltou a importância da experiência vivida durante a ação: “Quando vacinamos os cães e gatos, ajudamos o município a controlar a doença e mantemos a comunidade mais segura. Nossa participação como estudantes de Veterinária também foi fundamental, pois aprendemos com a prática e ganhamos experiência e reforça o compromisso do IFPI com a formação de profissionais qualificados”,disse. O diretor-geral do Campus José de Freitas, Ewerton Gasparetto, enfatizou o papel social da iniciativa e a importância da participação dos estudantes em ações como essa, paravivenciarem uma experiência prática essencial para sua formação profissional, ao mesmo tempo em que contribuíram diretamente com a saúde coletiva do municíp"
Corrente seleciona monitores de Matemática e Português,https://www.ifpi.edu.br/corrente/noticias/corrente-seleciona-monitores-de-matematica-e-portugues,13/10/2025,"O Campus Corrente divulga edital com oferta de bolsas monitoria de Matemática e Língua Portuguesa, destinadas aos estudantes de graduação regularmente matriculados. Os monitores selecionados receberão bolsa de R$ 350, e atuarão auxiliando o desenvolvimento dos cursos ofertadas pelo campus, visando à melhoria do processo de ensino-aprendizagem dos educandos previamente selecionados pelo Sistema de Avaliação dos Estudantes Ingressantes do IFPI (SAIFPI). Podem concorrer alunos regularmente matriculados em curso de Graduação no turno noite, com frequência regular, coeficiente acadêmico igual ou superior a 7.0 , sem vínculo empregatício; que tenham obtido aprovação no componente curricular para a qual pleiteia a monitoria e não tenham bolsas de PRAEI, PIBID, RESIDÊNCIA, PIBIC ou NAPNE ou qualquer outra bolsa, EXCETO Auxílio permanência da POLAE. No caso dos alunos no I módulo, será analisado o Boletim escolar. As inscrições serão realizadas de 13 a 15 de outubro, pelo e-mailsaifpi.cacor@ifpi.edu.br, com envio deformulário de inscriçãoe demais documentos exigidos no edital. Confira oedital completo."
Ministério Público leva palestra sobre racismo para o Campus Cocal,https://www.ifpi.edu.br/cocal/noticias/ministerio-publico-leva-palestra-sobre-racismo-para-o-campus-cocal,13/10/2025,"No dia 9 de outubro, o  Campus Cocal realizou a atividade “Racismo é crime – Diálogo com o Ministério Público”, conduzida pelo promotor de Justiça da 1ª Promotoria de Justiça de Cocal, Herson Luís de Sousa Galvão Rodrigues. A atividade foi organizada pela Coordenação de Saúde e Assistência Social do Campus Cocal e teve como público-alvo os estudantes das turmas de 2º ano do Ensino Médio Integrado. O evento foi marcado por um diálogo sobre o enfrentamento ao racismo, estimulando reflexões sobre igualdade, respeito e cidadania. “A participação do Ministério Público do Piauí reafirmou o compromisso institucional com a construção de uma sociedade mais justa e inclusiva. Além disso, despertou nos estudantes a consciência sobre seus direitos e deveres, evidenciando o papel fundamental da educação na promoção da equidade e no combate ao preconceito racial, disse Raimundo Pio Mendes Vieira Júnior, diretor-geral do Campus."
Campus Esperantina realiza palestra em Assentamento Rural,https://www.ifpi.edu.br/noticias/campus-esperantina-realiza-palestra-em-assentamento-rural,13/10/2025,"Na manhã da última sexta-feira, 10, o diretor-geral do Campus Esperantina, José dos Santos de Moura, ministrou a palestra “O IFPI na Difusão Tecnológica para Produção de Alimentos e Geração de Renda”, no Assentamento Canto, zona rural de Esperantina. De acordo com o diretor, a proposta de levar o Campus até as comunidades rurais visa fortalecer a integração entre o IFPI e os agricultores familiares, permitindo que os agricultores se identifiquem com as temáticas apresentadas e possam implantar práticas produtivas sustentáveis em suas propriedades. “Nosso objetivo é estimular o uso de tecnologias acessíveis que aumentem a produtividade, preservem o meio ambiente e possibilitem a geração de renda a partir do excedente da produção”, destacou Santos Moura. O evento foi promovido pelo Sindicato dos Trabalhadores Rurais Agricultores e Agricultoras Familiares de Esperantina (STRAAF) e contou com a presença do vice-presidente da entidade, Luiz Ana, que agradeceu ao IFPI pela parceria e ressaltou a importância da iniciativa para mais de 50 agricultores do Assentamento Canto e de comunidades vizinhas, como Angelim, Boi Velho, Olho D’Água dos Negros, Beirute e Buriti dos Britos. ""Mesmo antes de o Campus estar em funcionamento pleno, o IFPI já demonstra seu compromisso com o desenvolvimento local. Aqui, vimos o quanto é possível implantar projetos que gerem renda e transformem vidas”, afirmou a presidenta da Câmara Municipal de Esperantina, vereadora Regina Vale. Ao final da palestra, o diretor do Campus, Santos Moura, realizou a distribuição de pintos da raça canela-preta e rabo-de-leque, além de mudas de macaxeira e gliricídia e ovos galados aos produtores presentes, fortalecendo o compromisso do IFPI com a inovação, sustentabilidade e inclusão produtiva no campo."
Egressas do IFPI expõem produtos que evidenciam iniciativas profissionais,https://www.ifpi.edu.br/teresinacentral/noticias/egressos-do-ifpi-expoem-produtos-que-evidenciam-iniciativas-profissionais,13/10/2025,"O Campus Teresina Central do Instituto Federal do Piauí realizou, no último dia 10 de outubro, no prédio B, o evento “Sou empreendedor e passei pelo IFPI”, com o objetivo de valorizar a trajetória de seus egressos, reconhecendo suas iniciativas profissionais e o papel da instituição em sua formação. Uma das expositoras foi Kamila Ponciano, ex-aluna do curso técnico em Vestuário do Campus Teresina Zona Sul, que expôs sua marca Poncian’s de vestuário artesanal. “O curso que fiz no IFPI foi de suma importância para eu viver do meu empreendimento”, comenta a artesã, estilista e empreendedora. Com método artesanal, Kamila confecciona peças que retratam, em bordados e pinturas, a cultura piauiense e nordestina, usando fibras naturais, pensando no conforto e sustentabilidade. Ela também organiza grupos de feirantes para aplicar seu conhecimento e repassar experiências. “Aqui no campus queremos mostrar para os alunos que é possível empreender”, complementou. Outra participante do evento, Francinete Rosa, é empreendedora e atua no ramo de confeitaria. Segundo ela, foi graças ao curso de Empreendedorismo do Programa Mulheres Mil que conseguiu vender seus produtos. “Hoje curso o técnico em Gastronomia no Teresina Zona Sul, onde estou aprendendo mais sobre os encantos das comidas típicas piauiense”, disse. Ana Ibiapina, estudante do IFPI no período de 2015 a 2020, fez Design de Moda e Técnico em Vestuário, no Campus Teresina Zona Sul. “Atualmente tenho uma fábrica de camisetas e fardamento bem consolidada. O IFPI esteve sempre presente em nossa caminhada, marcada por projetos que priorizam a sustentabilidade através da marca Entre Fios e Retalhos"", ressaltou. De acordo com os organizadores, a proposta é que o evento seja um espaço de encontros e memórias, onde os ex-alunos possam expor seus produtos, serviços, pesquisas e projetos, evidenciando as formações técnicas e humanas adquiridas durante sua formação no IFPI. Os participantes podem ainda identificar redes de colaboração "
ProfEPT divulga referências bibliográficas para o Exame Nacional de Acesso 2026,https://www.ifpi.edu.br/noticias/profept-divulga-referencias-bibliograficas-para-o-exame-nacional-de-acesso-2026,13/10/2025," A Coordenação Nacional do Mestrado Profissional em Educação Profissional e Tecnológica (ProfEPT) divulga as referências bibliográficas que fundamentarão o Exame Nacional de Acesso (ENA 2026). A prova abordará conteúdos relacionados àsBases Conceituais e Históricas da Educação Profissional e Tecnológica, bem como àsTeorias e Práticas de Ensino e Aprendizagem, contemplando dimensões teóricas e metodológicas próprias do campo da Educação Profissional e Tecnológica. A aplicação do exame está prevista para o mês defevereiro de 2026, e o edital de seleção será publicado posteriormente, com informações detalhadas sobre o processo seletivo. Referências Bibliográficas: 1.CIAVATTA, M. A historicidade das reformas da educação profissional.Cadernos de Pesquisa em Educação, Vitória, ano 11, v. 19, n. 39, p. 50-64, jan./jun. 2014. Disponível em: (https://periodicos.ufes.br/educacao/article/view/10246/7032) 2. CICHACZEWSKi, J. C.; CASTRO, C. A. de. IF’s: uma expressão particular das experiências políticas da classe trabalhadora brasileira no século XX.Germinal: Marxismo e Educação Em Debate, 15(3), p. 448–467, 2023. Disponível em: (https://doi.org/10.9771/gmed.v15i3.54513) 3. DUARTE, Newton. O debate contemporâneo das teorias pedagógicas. In: MARTINS, L. M.; DUARTE, Newton (orgs.)Formação de professores e alternativas necessárias. São Paulo: Cultura Acadêmica, 2010. Disponível em: (https://repositorio.unesp.br/server/api/core/bitstreams/f361d9cc-0502-41df-8be1-58ffc56b22e5/content) 4. GRAMSCI, Antonio.Cadernos do cárcere[livro eletrônico]: caderno 12 (XXIX): 1932: apontamentos e notas esparsas para um grupo de ensaios sobre a história dos intelectuais; tradução Maria Margarida Machado. Rio de Janeiro: IGS-Brasil, 2024. Disponível em: (https://storage.googleapis.com/production-hostgator-brasil-v1-0-9/739/971739/23GwhSwA/4ec65ca869ce49cb95a3401891ebc59e?fileName=Caderno%2012.pdf) 5. LIMA FILHO, D. L. A inter-relação trabalho, tecnologia, ciência e cultura como base para a formação "
Teresina Central promove palestra sobre Comunicação Organizacional,https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-promove-palestra-sobre-comunicacao-organizacional,13/10/2025,"ERRO: 502, message='Proxy Error', url='https://www.ifpi.edu.br/teresinacentral/noticias/teresina-central-promove-palestra-sobre-comunicacao-organizacional'"
Campo Maior divulga segunda chamada para curso gratuito de Inglês Básico,https://www.ifpi.edu.br/campomaior/noticias/campo-maior-divulga-segunda-chamada-para-curso-gratuito-de-ingles-basico,13/10/2025,O Campus Campo Maior divulga segunda chamada para o curso gratuito de Formação Inicial e Continuada (FIC) em Inglês Básico. Confira.
Saúde Mental é tema do projeto Repensar 2025,https://www.ifpi.edu.br/noticias/saude-mental-e-tema-do-projeto-repensar-2025,13/10/2025,"A abertura da edição 2025 do Projeto Repensar acontecerá no dia 14 de outubro, às 8h, no auditório da Reitoria do Instituto Federal do Piauí. Durante o lançamento, haverá apresentação musical e a palestra com a psicóloga Idalina Sá (Campus Floriano) sobre o tema ""Escutar para cuidar: saúde mental como compromisso coletivo"".O evento será transmitido ao vivo pelo canal doIFPI no YouTube.Criado em 2019, com o objetivo de tratar de assuntos importantes para a construção do caráter e da cidadania, neste ano, o Projeto vai discutir, junto à comunidade acadêmica, sobre saúde mental e bem-estar: aprendendo a lidar com a ansiedade e a depressão no ambiente escolar. O projeto Repensar ocorrerá, simultaneamente, em todos os campi com a participação de todas as categorias: docentes, discentes, colaboradores e pais/responsáveis dos alunos. Os campi realizarão diversas atividades como: palestra, mesa-redonda, peça teatral, dramatização, concurso, ambiente com depoimentos de sons e imagens (como fotografias, figuras e dados estatísticos) referentes ao tema Saúde Mental. De acordo com a coordenação do projeto, o objetivo é conscientizar toda a comunidade acadêmica quanto ao tema e promover uma maior aproximação entre seus membros e a Instituição, de modo que todos se sintam acolhidos e seguros para levar ao conhecimento situações ou dúvidas relacionadas aos assuntos debatidos."
Startups do IFPI levam inovação para Campus Party Weekend 2025,https://www.ifpi.edu.br/noticias/startups-do-ifpi-levam-inovacao-da-campus-party-weekend-2025,12/10/2025,"Alunos e professores de campi do Instituto Federal do Piauí apresentaram nos dias 11 e 12 de outubro, na Campus Party Weekend Piauí 2025, projetos de pesquisa e incubadoras de startups voltados à inovação tecnológica na área de saúde, agropecuária, alimentação e sustentabilidade desenvolvidos na instituição. Na oportunidade, duas startups criadas por estudantes do IFPI (Ifermentados e Communicare) foram selecionadas para participar do Web Summit em Lisboa (Portugal),evento de tecnologia e inovação que será realizado no período de 10 a13 de novembro. A pró-reitora de Extensão, Divamélia Bezerra Gomes, representante do reitor na solenidade de abertura, destacou o compromisso do IFPI com a  inovação, o empreendedorismo e a formação cidadã dos estudantes. “Estar em um evento que reúne ciência, tecnologia e criatividade é uma oportunidade de mostrar o potencial das nossas ações de ensino, pesquisa e extensão, além de aproximar ainda mais o Instituto das discussões e soluções para os desafios do futuro"", disse. O evento foi realizado no Centro de Convenções de Teresina, pelo Governo do Estado, por meio da Secretaria de Inteligência Artificial, Economia Digital, Ciência, Tecnologia e Inovação (SIA), com apoio do Piauí Instituto de Tecnologia (PIT)."
